,date,info,target,text
2659,1666,"['ONTHEADVISABLENESSOFIMPROVINGNATURALKNOWLEDGE*', 'ByThomasH.Huxley', '[1]', 'Thistimetwohundredyearsago--inthebeginningofJanuary,', '1666--thoseofourforefatherswhoinhabitedthisgreatandancient', 'city,tookbreathbetweentheshocksoftwofearfulcalamities:onenot', 'quitepast,al']",0,hich the most obviously worthless of the stuarts shared with his father and grandfather that charles the second was not content with saying witty things about his philosophers but did wise things with regard to them for he not only bestowed upon them such attention as he could spare from his poodles and his mistresses but being in his usual state of impecuniosity begged for them of the duke of ormond and that step being without effect gave them chelsea college a charter and a mace crowning his favours in the best way they could be crowned by burdening them no further with royal patronage or state interference thus it was that the half dozen young men studious of the new philosophy who met in one another s lodgings in oxford or in london in the middle of the seventeenth century grew in numerical and in real strength until in the latter part the royal society for the improvement of natural knowledge had already become famous and had acquired a claim upon the veneration of englishmen which it has ever since retained as the principal focus of scientific activity in our islands and the chief champion of the cause it was formed to support it was by the aid of the royal society that newton published his principia if all the books in the world except the philosophical transactions were destroyed it is safe to say that the foundations of physical science would remain unshaken and that the vast intellectual progress of the last two centuries would be largely though incompletely recorded nor have any signs of halting or of decrepitude manifested themselves in our own times as in dr wallis s days so in these our business is precluding theology and state affairs to discourse and consider of philosophical enquiries but our mathematick is one which newton would have to go to school to learn our staticks mechanicks magneticks chymicks and natural experiments constitute a mass of physical and chemical knowledge a glimpse at which would compensate galileo for the doings of a score of inquisitorial cardinals our physick and anatomy have embraced such infinite varieties of being have laid open such new worlds in time and space have grappled not unsuccessfully with such complex problems that the eyes of vesalius and of harvey might be dazzled by the sight of the tree that has grown out of their grain of mustard seed the fact is perhaps rather too much than too little forced upon one s notice nowadays that all this marvellous intellectual growth has a no less wonderful expression in practical life and that in this respect if in no other the movement symbolized by the progress of the royal society stands without a parallel in the history of mankind a series of volumes as bulky as the transactions of the royal society might possibly be filled with the subtle speculations of the schoolmen not improbably the obtaining a mastery over the products of mediaeval thought might necessitate an even greater expenditure of time and of energy than the acquirement of the new philosophy but though such work engrossed the best intellects of europe for a longer time than has elapsed since the great fire its effects were writ in water so far as our social state is concerned on the other hand if the noble first president of the royal society could revisit the upper air and once more gladden his eyes with a sight of the familiar mace he would find himself in the midst of a material civilization more different from that of his day than that of the seventeenth was from that of the first century and if lord brouncker s native sagacity had not deserted his ghost he would need no long reflection to discover that all these great ships these railways these telegraphs these factories these printing presses without which the whole fabric of modern english society would collapse into a mass of stagnant and starving pauperism that all these pillars of our state are but the ripples and the bubbles upon the surface of that great spiritual stream the springs of which only he and his fellows were privileged to see and seeing to recognise as that which it behoved them above all things to keep pure and undefiled it may not be too great a flight of imagination to conceive our noble revenant not forgetful of the great troubles of his own day and anxious to know how often london had been burned down since his time and how often the plague had carried off its thousands he would have to learn that although london contains tenfold the inflammable matter that it did in though not content with filling our rooms with woodwork and light draperies we must needs lead inflammable and explosive gases into every corner of our streets and houses we never allow even a street to burn down and if he asked how this had come about we should have to explain that the improvement of natural knowledge has furnished us with dozens of machines for throwing water upon fires any one of which would have furnished the ingenious mr hooke the first curator and experimenter of the royal society with ample materials for discourse before half a dozen meetings of that body and that to say truth except for the progress of natural knowledge we should not have been able to make even the tools by which these machines are constructed and further it would be necessary to add that although severe fires sometimes occur and inflict great damage the loss is very generally compensated by societies the operations of which have been rendered possible only by the progress of natural knowledge in the direction of mathematics and the accumulation of wealth in virtue of other natural knowledge but the plague my lord brouncker s observation would not i fear lead him to think that englishmen of the nineteenth century are purer in life or more fervent in religious faith than the generation which could produce a boyle an evelyn and a milton he mig
130,1599,Julius Caesar,0,hath told you caesar was ambitious if it were so it was a grievous fault and grievously hath caesar answered it here under leave of brutus and the rest for brutus is an honourable man so are they all all honourable men come i to speak in caesar s funeral he was my friend faithful and just to me but brutus says he was ambitious and brutus is an honourable man he hath brought many captives home to rome whose ransoms did the general coffers fill did this in caesar seem ambitious when that the poor have cried caesar hath wept ambition should be made of sterner stuff yet brutus says he was ambitious and brutus is an honourable man you all did see that on the lupercal i thrice presented him a kingly crown which he did thrice refuse was this ambition yet brutus says he was ambitious and sure he is an honourable man i speak not to disprove what brutus spoke but here i am to speak what i do know you all did love him once not without cause what cause withholds you then to mourn for him
552,1667,"['PARADISELOST', 'byJohnMilton', 'Disclaimer:', 'Allpersonsconcerneddisclaimanyandallreponsbility', 'thatthisetextisperfectlyaccurate.Nopretensesin', 'anymanneraremadethatthistextshouldbethoughtof', 'asanauthoritativeeditioninanyrespect.', 'ThisbookwasTYPEDinbyJudyBoss', 'e']",0,so spake th apostate angel though in pain vaunting aloud but rackt with deep despare and him thus answer d soon his bold compeer o prince o chief of many throned powers that led th imbattelld seraphim to warr under thy conduct and in dreadful deeds fearless endanger d heav ns perpetual king and put to proof his high supremacy whether upheld by strength or chance or fate too well i see and rue the dire event that with sad overthrow and foul defeat hath lost us heav n and all this mighty host in horrible destruction laid thus low as far as gods and heav nly essences can perish for the mind and spirit remains invincible and vigour soon returns though all our glory extinct and happy state here swallow d up in endless misery but what if he our conquerour whom i now of force believe almighty since no less then such could hav orepow rd such force as ours have left us this our spirit and strength intire strongly to suffer and support our pains that we may so suffice his vengeful ire or do him mightier service as his thralls by right of warr what e re his business be here in the heart of hell to work in fire or do his errands in the gloomy deep what can it then avail though yet we feel strength undiminisht or eternal being to undergo eternal punishment whereto with speedy words th arch fiend reply d fall n cherube to be weak is miserable doing or suffering but of this be sure to do ought good never will be our task but ever to do ill our sole delight as being the contrary to his high will whom we resist if then his providence out of our evil seek to bring forth good our labour must be to pervert that end and out of good still to find means of evil which oft times may succeed so as perhaps shall grieve him if i fail not and disturb his inmost counsels from their destind aim but see the angry victor hath recall d his ministers of vengeance and pursuit back to the gates of heav n the sulphurous hail shot after us in storm oreblown hath laid the fiery surge that from the precipice of heav n receiv d us falling and the thunder wing d with red lightning and impetuous rage perhaps hath spent his shafts and ceases now to bellow through the vast and boundless deep let us not slip th occasion whether scorn or satiate fury yield it from our foe seest thou yon dreary plain forlorn and wilde the seat of desolation voyd of light save what the glimmering of these livid flames casts pale and dreadful thither let us tend from off the tossing of these fiery waves there rest if any rest can harbour there and reassembling our afflicted powers consult how we may henceforth most offend our enemy our own loss how repair how overcome this dire calamity what reinforcement we may gain from hope if not what resolution from despare thus satan talking to his neerest mate with head up lift above the wave and eyes that sparkling blaz d his other parts besides prone on the flood extended long and large lay floating many a rood in bulk as huge as whom the fables name of monstrous size titanian or earth born that warr d on jove briarios or typhon whom the den by ancient tarsus held or that sea beast leviathan which god of all his works created hugest that swim th ocean stream him haply slumbring on the norway foam the pilot of some small night founder d skiff deeming some island oft as sea men tell with fixed anchor in his skaly rind moors by his side under the lee while night invests the sea and wished morn delayes so stretcht out huge in length the arch fiend lay chain d on the burning lake nor ever thence had ris n or heav d his head but that the will and high permission of all ruling heaven left him at large to his own dark designs that with reiterated crimes he might heap on himself damnation while he sought evil to others and enrag d might see how all his malice serv d but to bring forth infinite goodness grace and mercy shewn on man by him seduc t but on himself treble confusion wrath and vengeance pour d forthwith upright he rears from off the pool his mighty stature on each hand the flames drivn backward slope their pointing spires rowld in billows leave i th midst a horrid vale then with expanded wings he stears his flight aloft incumbent on the dusky air that felt unusual weight till on dry land he lights if it were land that ever burn d with solid as the lake with liquid fire and such appear d in hue as when the force of subterranean wind transports a hill torn from pelorus or the shatter d side of thundring aetna whose combustible and fewel d entrals thence conceiving fire sublim d with mineral fury aid the winds and leave a singed bottom all involv d with stench and smoak such resting found the sole of unblest feet him followed his next mate both glorying to have scap t the stygian flood as gods and by their own recover d strength not by the sufferance of supernal power is this the region this the soil the clime said then the lost arch angel this the seat that we must change for heav n this mournful gloom for that celestial light be it so since hee who now is sovran can dispose and bid what shall be right fardest from him is best whom reason hath equald force hath made supream above his equals farewel happy fields where joy for ever dwells hail horrours hail infernal world and thou profoundest hell receive thy new possessor one who brings a mind not to be chang d by place or time the mind is its own place and in it self can make a heav n of hell a hell of heav n what matter where if i be still the same and what i should be all but less then hee whom thunder hath made greater here at lea
121,1605,king lear,0,nd the creature run from the cur there thou mightst behold the great image of authority a dog s obeyed in office thou rascal beadle hold thy bloody hand why dost thou lash that whore strip thine own back thou hotly lust st to use her in that kind for which thou whipp st her the usurer hangs the cozener through tattered clothes great vices do appear robes and furred gowns hide all plate sin with gold and the strong lance of justice hurtless breaks arm it in rags a pigmy s straw does pierce it none does offend none i say none i ll able em take that of me my friend who have the power to seal th accuser s lips get thee glass eyes and like a scurvy politician seem to see the things thou dost no
128,1623,The tempest,0,ye elves of hills brooks standing lakes and groves and ye that on the sands with printless foot do chase the ebbing neptune and do fly him when he comes back you demi puppets that by moonshine do the green sour ringlets make whereof the ewe not bites and you whose pastime is to make midnight mushrooms that rejoice to hear the solemn curfew by whose aid weak masters though ye be i have bedimm d the noontide sun call d forth the mutinous winds and twixt the green sea and the azured vault set roaring war to the dread rattling thunder have i given fire and rifted jove s stout oak with his own bolt the strong based promontory have i made shake and by the spurs pluck d up the pine and cedar graves at my command have waked their sleepers oped and let em forth by my so potent art but this rough magic i here abjure and when i have required some heavenly music which even now i do to work mine end upon their senses that this airy charm is for i ll break my staff bury it certain fathoms in the earth and deeper than did ever plummet sound i ll drown my book
129,1622,Othello,0,would desdemona seriously incline but still the house affairs would draw her thence which ever as she could with haste dispatch she ld come again and with a greedy ear devour up my discourse which i observing took once a pliant hour and found good means to draw from her a prayer of earnest heart that i would all my pilgrimage dilate whereof by parcels she had something heard but not intentively i did consent and often did beguile her of her tears when i did speak of some distressful stroke that my youth suffer d my story being done she gave me for my pains a world of sighs she swore in faith twas strange twas passing strange twas pitiful twas wondrous pitiful she wish d she had not heard it yet she wish d that heaven had made her such a man she thank d me and bade me if i had a friend that loved her i should but teach him how to tell my story and that would woo her upon this hint i spake she loved me for the dangers i had pass d and i loved her that she did pity them this only is the witchcraft i have used here comes the lady let her witness it
29,1665,"['POETICALWORKS', 'OF', 'JOHNDRYDEN.', 'WithLife,CriticalDissertation,andExplanatoryNotes,', 'BYTHE', 'REV.GEORGEGILFILLAN.', 'VOL.II.', 'M.DCCC.LV.', 'CRITICALESTIMATE', 'OFTHE', 'GENIUSANDPOETICALWORKSOFJOHNDRYDEN.', 'InourLifeofDrydenwepromisedtosaysomethingaboutthequestion']",0,wondrous elasticity and ease of movement there is never for an instant any real or apparent effort any straining for effect any of that double double toil and trouble by which many even of the weird cauldrons in which genius forms her creations are disturbed and bedimmed that power of doing everything with perfect and conscious ease which dugald stewart has ascribed to barrow and to horsley in prose distinguished dryden in poetry whether he discusses the deep questions of fate and foreknowledge in religio laici or lashes shaftesbury in the medal or pours a torrent of contempt on shadwell in macflecknoe or describes the fire of london in the annus mirabilis or soars into lyric enthusiasm in his ode on the death of mrs killigrew and alexander s feast or paints a tournament in palamon and arcite or a fairy dance in the flower and the leaf he is always at home and always aware that he is his consciousness of his own powers amounts to exultation he is like the steed who glories in that tremendous gallop which affects the spectator with fear indeed we never can separate our conception of dryden s vigorous and vaulting style from the image of a noble horse devouring the dust of the field clearing obstacles at a bound taking up long leagues as a little thing and the very strength and speed of whose motion give it at a distance the appearance of smoothness pope speaks of his long resounding march and energy divine perhaps ease divine had been words more characteristic of that almost superhuman power of language by which he makes the most obstinate materials pliant melts down difficulties as if by the touch of magic and to resume the former figure comes into the goal without a hair turned on his mane or a single sweat drop confessing effort or extraordinary exertion we know no poet since homer who can be compared to dryden in this respect except scott who occasionally in marmion and the lay of the last minstrel exhibits the same impetuous ease and fiery fluent movement scott does not however in general carry the same weight as the other and the species of verse he uses in comparison to the heroic rhyme of dryden gives you often the impression of a hard trot rather than of a long resounding and magnificent gallop scott exhibits in his poetry the soul of a warrior but it is of a warrior of the border somewhat savage and coarse dryden can for the nonce at least assume the appearance and display the spirit of a knight of ancient chivalry gallant accomplished elegant and gay next to this poet s astonishing ease spirit and elastic vigour may be ranked his clear sharp intellect he may be called more a logician than a poet he reasons often and always acutely and his rhyme instead of shackling strengthens the movement of his argumentation parts of his religio laici and the hind and panther resemble portions of duns scotus or aquinas set on fire indeed keen strong intellect inflamed with passion and inspirited by that ardour and impetuosity of mind which wordsworth is compelled to allow to him rather than creative or original genius is the differentia of dryden we have compared him to a courser but he was not one of those coursers of achilles who fed on no earthly food but on the golden barley of heaven having sprung from the gods greek xanthon kai balion to ama pnoiaesi petesthaen tous eteke zephuro anemo arpua podargae dryden resembled rather the mortal steed which was yoked with these immortal twain the brood of zephyr and the harpy podarga only we can hardly say of the poet what homer says of pedasus greek os kai thnaetos eon epeth ippois athanatoisi he was not although a mortal able to keep up with the immortal coursers his path was on the plains or table lands of earth never or seldom in cloudland gorgeous land or through the aerial altitudes which stretch away and above the clouds to the gates of heaven he can hardly be said to have possessed the power of sublimity in the high sense of that term as the power of sympathising with the feeling of the infinite often he gives us the impression of the picturesque of the beautiful of the heroic of the nobly disdainful but never when writing at least entirely from his own mind of that infinite and nameless grandeur which the imaginative soul feels shed on it from the multitudinous waves of ocean from the cataract leaping from his rock as if to consummate an act of prayer to god from the hum of great assemblies of men from the sight of far extended wastes and wildernesses and from the awful silence and the still more mysterious sparkle of the midnight stars this sense of the presence of the shadow of immensity immensity itself cannot be felt any more than measured this sight like that vouchsafed to moses of the backparts of the divine the divine itself cannot be seen has been the inspiration of all the highest poetry of the world of the paradise lost of the divina commedia of the night thoughts of wordsworth and coleridge of festus and highest far of the hebrew prophets as they cry whither can we go from thy presence whither can we flee from thy spirit such poets have resembled a blind man who feels although he cannot see that a stranger of commanding air is in the room beside him so they stand awe struck in the wind of the going of a majestic and unseen being this feeling differs from mysticism inasmuch as it is connected with a reality while the mystic dreams a vague and unsupported dream and the poetry it produces is simply the irresistible cry springing from the perception of this wondrous some one who is actually near them the feeling is connected in general with a lofty moral and religious nature and yet not always since while wanting in dryden we find it intensely discovered although in an imperfect and perverted shape in by
123,1610,the tempest,0,e elves of hills brooks standing lakes and groves and ye that on the sands with printless foot do chase the ebbing neptune and do fly him when he comes back you demi puppets that by moonshine do the green sour ringlets make whereof the ewe not bites and you whose pastime is to make midnight mushrooms that rejoice to hear the solemn curfew by whose aid weak masters though ye be i have bedimm d the noontide sun call d forth the mutinous winds and twixt the green sea and the azured vault set roaring war to the dread rattling thunder have i given fire and rifted jove s stout oak with his own bolt the strong based promontory have i made shake and by the spurs pluck d up the pine and cedar graves at my command have waked their sleepers oped and let em forth by my so potent art but this rough magic i here abjure and when i have require
121,1605,king lear,0,nd the creature run from the cur there thou mightst behold the great image of authority a dog s obeyed in office thou rascal beadle hold thy bloody hand why dost thou lash that whore strip thine own back thou hotly lust st to use her in that kind for which thou whipp st her the usurer hangs the cozener through tattered clothes great vices do appear robes and furred gowns hide all plate sin with gold and the strong lance of justice hurtless breaks arm it in rags a pigmy s straw does pierce it none does offend none i say none i ll able em take that of me my friend who have the power to seal th accuser s lips get thee glass eyes and like a scurvy politician seem to see the things thou dost no
126,1604,faustus,0,and then thou must be damn d perpetually stand still you ever moving spheres of heaven that time may cease and midnight never come fair nature s eye rise rise again and make perpetual day or let this hour be but a year a month a week a natural day that faustus may repent and save his soul o lente lente currite noctis equi the stars move still time runs the clock will strike the devil will come and faustus must be damn d o i ll leap up to my god who pulls me down see see where christ s blood streams in the firmament one drop would save my soul half a drop ah my christ ah rend not my heart for naming of my christ yet will i call on him o spare me lucifer where is it now tis gone and see where god stretcheth out his arm and bends his ireful brows mountains and hills come come and fall on me and hide me from the heavy wrath of god
120,1667,paradise lost,0,ow can i live without thee how forego thy sweet converse and love so dearly joined to live again in these wild woods forlorn should god create another eve and i another rib afford yet loss of thee would never from my heart no no i feel the link of nature draw me flesh of flesh bone of my bone thou art and from thy state mine never shall be parted bliss or woe however i with thee have fixed my lot certain to undergo like doom if death consort with thee death is to me as life so forcible within my heart i feel the bond of nature draw me to my own my own in thee for what thou art is mine our state cannot be severed we are one one flesh to lose thee were to lose mysel
132,1623,twwlfth night,0,come away come away death and in sad cypress let me be laid fly away fly away breath i am slain by a fair cruel maid my shroud of white stuck all with yew o prepare it my part of death no one so true did share it not a flower not a flower sweet on my black coffin let there be strewn not a friend not a friend greet my poor corpse where my bones shall be thrown a thousand thousand sighs to save lay me o where sad true lover never find my grave to weep there
226,1667,"['EDINBURGH', 'PRINTEDBYBALLANTYNEANDCOMPANY,', ""PAUL'SWORK."", 'THEPOETICALWORKS', 'OFJOHNDRYDEN.', 'WithLife,CriticalDissertation,and', 'ExplanatoryNotes', 'BYTHE', 'REV.GEORGEGILFILLAN.', 'VOL.I.', 'M.DCCC.LV.', 'THELIFEOFJOHNDRYDEN.', 'JohnDrydenwasbornonthe9th']",0,clearly those great qualities of sagacity determination courage statesmanship insight and genuine godliness which made him next to alfred the great the first monarch who ever sat on the english throne two years after dryden came to london cromwell expired and the poet wrote and published his heroic stanzas on the hero s death which we consider really his earliest poem when richard resigned dryden in common with the majority of the nation saw that the roundhead cause was lost and hastened to carry over his talents to the gaining side for this we do not blame him very severely although it certainly had been nobler if like milton he had clung to his party sir walter scott remarks that dryden never retracted the praise he gave to cromwell in absalom and achitophel he sneers at richard as ishbosheth but says nothing against the deceased giant saul it is clear too that at first his desertion of the cromwell party was a loss to the poet he lost the chance of their favour in case a reaction should come his situation as secretary and the shelter of pickering s princely mansion as might have been expected his ancient friends were indignant at the change and not less so at the alteration he thought proper at the same time to make in the spelling of his name from driden to dryden he went to reside in the obscure house of one herringman a bookseller in the new exchange and became for life a professional author his enemies afterwards reproached him bitterly for his mean circumstances at this period of his life and asserted that he was a mere drudge to herringman he at all events did little in his own proper poetic calling for two years a poem on the coronation of charles well fitted to wipe away the stain of cromwellism and to attract upon the poet the eye of that rising sun whose glory he sang with more zeal than truth a panegyric on the lord chancellor and a satire on the dutch were all and are all short and all savour of a vein somewhat hide bound he planned indeed too and partly wrote one or more plays and was considered of consequence enough to be elected a member of the royal society in previous to this he had been introduced through herringman to sir robert howard son of the first earl of berkshire and a relation of edward howard the author of british princes and the object of the witty wrath of butler sir robert too had a poetical propensity and dryden and he became and continued intimate for a number of years the poet assisting the knight in his literary compositions particularly in a play entitled the indian queen and the latter inviting the former to the family seat at charlton where dryden met in an unlucky hour his future wife lady elizabeth howard the sister of sir robert it was on the st of december in st swithin s london and with the consent of the earl who settled about a year on his daughter that this unhappy union took place the lady seems to have had absolutely none of the qualities which tend either to command a husband s respect or to conciliate his regard but is described as a woman of violent temper and weak understanding much of the bitterness of dryden s satire some of the coarse licentiousness of his plays and all the sarcasms at matrimony which he has scattered in multitudes throughout his works may be traced to his domestic unhappiness otherwise the match had some advantages it broke up for a time at least some licentious connexions he had formed particularly after a time one with mrs reeves the actress with whom having laid aside his norwich drugget he used to eat tarts at the mulberry gardens with a sword and a chadreux wig it secured to him including his own property an income of about a year a sum equal to now and which on the death of his mother three years later was increased by more or at the present value of money he was thus protected for life against the meaner and more miserable necessities of the literary man under which many of his unfortunate rivals were crushed and if he could not always command luxuries he was always sure of bread to improve his circumstances however and to enable him to keep up a style of living in unison with his lady s rank he must write and the question arose what mode of composition was likely to be the most lucrative were he to continue to indite panegyrical verses like those to clarendon he stood a chance of having a few guineas tossed to him now and then by a patron like a crust to an unfortunate cur were he to translate or write prefaces for the booksellers he might pay his bill for salt if diligent enough for satires as yet there was little demand the follies of the more fanatical of the puritans were too recent although they were beginning to ripen for the hand of butler and the far grosser absurdities of the cavaliers were yet in blossom there remained nothing for an aspiring author but the stage which during the previous regime had been abolished while the french revolution was in progress ay even in the depths of the reign of terror the theatres were all open and all crowded but when cromwell was enacting his solemn and solitary part before god angels and men the petty potentates the gods and goddesses of the stage vanished into thin air at his tremendous stamp their cue had been exeunt omnes and if the spirit of shakspeare himself had witnessed the departure he would have added his amen and had he watched in their stead the gigantic actor treading his trembling stage alone with all the world looking on he might have remembered and re applied his own magnificent words o for a muse of fire that would ascend the brightest heaven of invention a kingdom for a stage princes to act and monarchs to behold the swelling scene then should the warlike cromwell like himself assume the port of mars and at his
137,1667,paradise lost,0,farewel happy fields where joy for ever dwells hail horrours hail infernal world and thou profoundest hell receive thy new possessor one who brings a mind not to be chang d by place or time the mind is its own place and in it self can make a heav n of hell a hell of heav n what matter where if i be still the same and what i should be all but less then he whom thunder hath made greater here at least we shall be free th almighty hath not built here for his envy will not drive us hence here we may reign secure and in my choyce to reign is worth ambition though in hell better to reign in hell then serve in heav n
125,1664,tartutte,0,ante that is the usual strain of all your kind they must have every one as blind as they they call you atheist if you have good eyes and if you don t adore their vain grimaces you ve neither faith nor care for sacred things no no such talk can t frighten me i know what i am saying heaven sees my heart we re not the dupes of all your canting mummers there are false heroes and false devotees and as true heroes never are the ones who make much noise about their deeds of honour just so true devotees whom we should follow are not the ones who make so much vain show what will you find no difference between hypocrisy and genuine devoutness and will you treat them both alike and pay the self same honour both to masks and faces set artifice beside sincerity confuse the semblance with reality esteem a phantom like a living person and counterfeit as good as honest coin men for the most part are strange creatures truly you never find them keep the golden mean the limits of good sense too narrow for them must always be passed by in each direction they often spoil the noblest things because they go too far and push them to extremes i merely say this by the way good brothe
133,1590,The faeire queen,0,what franticke fit quoth he hath thus distraught thee foolish man so rash a doome to give what justice ever other judgement taught but he should die who merites not to live none else to death this man despayring drive but his owne guiltie mind deserving death is then unjust to each his due to give or let him die that loatheth living breath or let him die at ease that liveth here uneath
131,1623,madbeth,0,come you spirits that tend on mortal thoughts unsex me here and fill me from the crown to the toe top full of direst cruelty make thick my blood stop up the access and passage to remorse that no compunctious visitings of nature shake my fell purpose nor keep peace between the effect and it come to my woman s breasts and take my milk for gall you murdering ministers wherever in your sightless substances you wait on nature s mischief come thick night and pall thee in the dunnest smoke of hell that my keen knife see not the wound it makes nor heaven peep through the blanket of the dark to cry hold hold
29,1665,"['POETICALWORKS', 'OF', 'JOHNDRYDEN.', 'WithLife,CriticalDissertation,andExplanatoryNotes,', 'BYTHE', 'REV.GEORGEGILFILLAN.', 'VOL.II.', 'M.DCCC.LV.', 'CRITICALESTIMATE', 'OFTHE', 'GENIUSANDPOETICALWORKSOFJOHNDRYDEN.', 'InourLifeofDrydenwepromisedtosaysomethingaboutthequestion']",0,wondrous elasticity and ease of movement there is never for an instant any real or apparent effort any straining for effect any of that double double toil and trouble by which many even of the weird cauldrons in which genius forms her creations are disturbed and bedimmed that power of doing everything with perfect and conscious ease which dugald stewart has ascribed to barrow and to horsley in prose distinguished dryden in poetry whether he discusses the deep questions of fate and foreknowledge in religio laici or lashes shaftesbury in the medal or pours a torrent of contempt on shadwell in macflecknoe or describes the fire of london in the annus mirabilis or soars into lyric enthusiasm in his ode on the death of mrs killigrew and alexander s feast or paints a tournament in palamon and arcite or a fairy dance in the flower and the leaf he is always at home and always aware that he is his consciousness of his own powers amounts to exultation he is like the steed who glories in that tremendous gallop which affects the spectator with fear indeed we never can separate our conception of dryden s vigorous and vaulting style from the image of a noble horse devouring the dust of the field clearing obstacles at a bound taking up long leagues as a little thing and the very strength and speed of whose motion give it at a distance the appearance of smoothness pope speaks of his long resounding march and energy divine perhaps ease divine had been words more characteristic of that almost superhuman power of language by which he makes the most obstinate materials pliant melts down difficulties as if by the touch of magic and to resume the former figure comes into the goal without a hair turned on his mane or a single sweat drop confessing effort or extraordinary exertion we know no poet since homer who can be compared to dryden in this respect except scott who occasionally in marmion and the lay of the last minstrel exhibits the same impetuous ease and fiery fluent movement scott does not however in general carry the same weight as the other and the species of verse he uses in comparison to the heroic rhyme of dryden gives you often the impression of a hard trot rather than of a long resounding and magnificent gallop scott exhibits in his poetry the soul of a warrior but it is of a warrior of the border somewhat savage and coarse dryden can for the nonce at least assume the appearance and display the spirit of a knight of ancient chivalry gallant accomplished elegant and gay next to this poet s astonishing ease spirit and elastic vigour may be ranked his clear sharp intellect he may be called more a logician than a poet he reasons often and always acutely and his rhyme instead of shackling strengthens the movement of his argumentation parts of his religio laici and the hind and panther resemble portions of duns scotus or aquinas set on fire indeed keen strong intellect inflamed with passion and inspirited by that ardour and impetuosity of mind which wordsworth is compelled to allow to him rather than creative or original genius is the differentia of dryden we have compared him to a courser but he was not one of those coursers of achilles who fed on no earthly food but on the golden barley of heaven having sprung from the gods greek xanthon kai balion to ama pnoiaesi petesthaen tous eteke zephuro anemo arpua podargae dryden resembled rather the mortal steed which was yoked with these immortal twain the brood of zephyr and the harpy podarga only we can hardly say of the poet what homer says of pedasus greek os kai thnaetos eon epeth ippois athanatoisi he was not although a mortal able to keep up with the immortal coursers his path was on the plains or table lands of earth never or seldom in cloudland gorgeous land or through the aerial altitudes which stretch away and above the clouds to the gates of heaven he can hardly be said to have possessed the power of sublimity in the high sense of that term as the power of sympathising with the feeling of the infinite often he gives us the impression of the picturesque of the beautiful of the heroic of the nobly disdainful but never when writing at least entirely from his own mind of that infinite and nameless grandeur which the imaginative soul feels shed on it from the multitudinous waves of ocean from the cataract leaping from his rock as if to consummate an act of prayer to god from the hum of great assemblies of men from the sight of far extended wastes and wildernesses and from the awful silence and the still more mysterious sparkle of the midnight stars this sense of the presence of the shadow of immensity immensity itself cannot be felt any more than measured this sight like that vouchsafed to moses of the backparts of the divine the divine itself cannot be seen has been the inspiration of all the highest poetry of the world of the paradise lost of the divina commedia of the night thoughts of wordsworth and coleridge of festus and highest far of the hebrew prophets as they cry whither can we go from thy presence whither can we flee from thy spirit such poets have resembled a blind man who feels although he cannot see that a stranger of commanding air is in the room beside him so they stand awe struck in the wind of the going of a majestic and unseen being this feeling differs from mysticism inasmuch as it is connected with a reality while the mystic dreams a vague and unsupported dream and the poetry it produces is simply the irresistible cry springing from the perception of this wondrous some one who is actually near them the feeling is connected in general with a lofty moral and religious nature and yet not always since while wanting in dryden we find it intensely discovered although in an imperfect and perverted shape in by
131,1623,madbeth,0,come you spirits that tend on mortal thoughts unsex me here and fill me from the crown to the toe top full of direst cruelty make thick my blood stop up the access and passage to remorse that no compunctious visitings of nature shake my fell purpose nor keep peace between the effect and it come to my woman s breasts and take my milk for gall you murdering ministers wherever in your sightless substances you wait on nature s mischief come thick night and pall thee in the dunnest smoke of hell that my keen knife see not the wound it makes nor heaven peep through the blanket of the dark to cry hold hold
128,1623,The tempest,0,ye elves of hills brooks standing lakes and groves and ye that on the sands with printless foot do chase the ebbing neptune and do fly him when he comes back you demi puppets that by moonshine do the green sour ringlets make whereof the ewe not bites and you whose pastime is to make midnight mushrooms that rejoice to hear the solemn curfew by whose aid weak masters though ye be i have bedimm d the noontide sun call d forth the mutinous winds and twixt the green sea and the azured vault set roaring war to the dread rattling thunder have i given fire and rifted jove s stout oak with his own bolt the strong based promontory have i made shake and by the spurs pluck d up the pine and cedar graves at my command have waked their sleepers oped and let em forth by my so potent art but this rough magic i here abjure and when i have required some heavenly music which even now i do to work mine end upon their senses that this airy charm is for i ll break my staff bury it certain fathoms in the earth and deeper than did ever plummet sound i ll drown my book
128,1623,The tempest,0,ye elves of hills brooks standing lakes and groves and ye that on the sands with printless foot do chase the ebbing neptune and do fly him when he comes back you demi puppets that by moonshine do the green sour ringlets make whereof the ewe not bites and you whose pastime is to make midnight mushrooms that rejoice to hear the solemn curfew by whose aid weak masters though ye be i have bedimm d the noontide sun call d forth the mutinous winds and twixt the green sea and the azured vault set roaring war to the dread rattling thunder have i given fire and rifted jove s stout oak with his own bolt the strong based promontory have i made shake and by the spurs pluck d up the pine and cedar graves at my command have waked their sleepers oped and let em forth by my so potent art but this rough magic i here abjure and when i have required some heavenly music which even now i do to work mine end upon their senses that this airy charm is for i ll break my staff bury it certain fathoms in the earth and deeper than did ever plummet sound i ll drown my book
